clip,actor,sentence,intended,intensity,n_raters,v_A,v_D,v_F,v_H,v_N,v_S,p_A,p_D,p_F,p_H,p_N,p_S,tied,unambiguous,agreement,perceived,perceived_randtie,perceived_strict,entropy,p_intended
1040_MTI_DIS_XX,1040,MTI,D,XX,9,0,0,3,0,4,2,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,False,True,0.4444444444444444,N,N,N,0.5920755354596067,0.0
1040_MTI_FEA_XX,1040,MTI,F,XX,8,0,0,0,0,8,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1040_MTI_HAP_XX,1040,MTI,H,XX,9,0,0,2,2,2,3,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,False,True,0.3333333333333333,S,S,S,0.7640101164527364,0.2222222222222222
1040_MTI_NEU_XX,1040,MTI,N,XX,10,0,1,0,0,7,2,0.0,0.1,0.0,0.0,0.7,0.2,False,True,0.7,N,N,N,0.44750345474037617,0.7
1040_MTI_SAD_XX,1040,MTI,S,XX,10,0,0,3,0,2,5,0.0,0.0,0.3,0.0,0.2,0.5,False,True,0.5,S,S,S,0.5746602888099595,0.5
1040_TAI_ANG_XX,1040,TAI,A,XX,8,2,1,1,1,1,2,0.25,0.125,0.125,0.125,0.125,0.25,True,False,0.25,S,A,TIE,0.967132018086354,0.25
1040_TAI_DIS_XX,1040,TAI,D,XX,6,0,3,1,0,2,0,0.0,0.5,0.16666666666666666,0.0,0.3333333333333333,0.0,False,True,0.5,D,D,D,0.5644754678724236,0.5
1040_TAI_FEA_XX,1040,TAI,F,XX,11,0,2,3,0,4,2,0.0,0.18181818181818182,0.2727272727272727,0.0,0.36363636363636365,0.18181818181818182,False,True,0.36363636363636365,N,N,N,0.7490476271866021,0.2727272727272727
1040_TAI_HAP_XX,1040,TAI,H,XX,9,1,0,0,0,7,1,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.0
1040_TAI_NEU_XX,1040,TAI,N,XX,10,0,1,0,0,6,3,0.0,0.1,0.0,0.0,0.6,0.3,False,True,0.6,N,N,N,0.5011530511088312,0.6
1040_TAI_SAD_XX,1040,TAI,S,XX,7,0,1,0,0,4,2,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.2857142857142857,False,True,0.5714285714285714,N,N,N,0.5333862650237753,0.2857142857142857
1040_TIE_ANG_XX,1040,TIE,A,XX,9,3,3,0,0,3,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,True,False,0.3333333333333333,D,A,TIE,0.6131471927654584,0.3333333333333333
1040_TIE_DIS_XX,1040,TIE,D,XX,9,1,1,1,0,4,2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,False,True,0.4444444444444444,N,N,N,0.7964579330480928,0.1111111111111111
1040_TIE_FEA_XX,1040,TIE,F,XX,9,3,0,3,0,1,2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,True,False,0.3333333333333333,A,A,TIE,0.7315622998573797,0.3333333333333333
1040_TIE_HAP_XX,1040,TIE,H,XX,9,1,2,3,1,1,1,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,False,True,0.3333333333333333,F,F,F,0.935944697445866,0.1111111111111111
1040_TIE_NEU_XX,1040,TIE,N,XX,9,2,1,0,0,4,2,0.2222222222222222,0.1111111111111111,0.0,0.0,0.4444444444444444,0.2222222222222222,False,True,0.4444444444444444,N,N,N,0.710490642551528,0.4444444444444444
1040_TIE_SAD_XX,1040,TIE,S,XX,8,0,1,2,0,0,5,0.0,0.125,0.25,0.0,0.0,0.625,False,True,0.625,S,S,S,0.502442468830035,0.625
1040_TSI_ANG_XX,1040,TSI,A,XX,10,0,0,1,0,9,0,0.0,0.0,0.1,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1040_TSI_DIS_XX,1040,TSI,D,XX,9,1,5,0,0,3,0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.3333333333333333,0.0,False,True,0.5555555555555556,D,D,D,0.5228873203291378,0.5555555555555556
1040_TSI_FEA_XX,1040,TSI,F,XX,10,1,0,6,0,3,0,0.1,0.0,0.6,0.0,0.3,0.0,False,True,0.6,F,F,F,0.5011530511088312,0.6
1040_TSI_HAP_XX,1040,TSI,H,XX,10,0,1,5,0,3,1,0.0,0.1,0.5,0.0,0.3,0.1,False,True,0.5,F,F,F,0.6520308502568676,0.0
1040_TSI_NEU_XX,1040,TSI,N,XX,9,0,0,1,0,7,1,0.0,0.0,0.1111111111111111,0.0,0.7777777777777778,0.1111111111111111,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.7777777777777778
1040_TSI_SAD_XX,1040,TSI,S,XX,8,0,1,2,0,4,1,0.0,0.125,0.25,0.0,0.5,0.125,False,True,0.5,N,N,N,0.6769924126604477,0.125
1040_WSI_ANG_XX,1040,WSI,A,XX,10,8,1,0,0,1,0,0.8,0.1,0.0,0.0,0.1,0.0,False,True,0.8,A,A,A,0.35665047157556895,0.8
1040_WSI_DIS_XX,1040,WSI,D,XX,9,0,1,1,0,3,4,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,False,True,0.4444444444444444,S,S,S,0.6780428259561715,0.1111111111111111
1040_WSI_FEA_XX,1040,WSI,F,XX,9,0,3,1,0,4,1,0.0,0.3333333333333333,0.1111111111111111,0.0,0.4444444444444444,0.1111111111111111,False,True,0.4444444444444444,N,N,N,0.6780428259561715,0.1111111111111111
1040_WSI_HAP_XX,1040,WSI,H,XX,9,3,1,1,0,4,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.4444444444444444,0.0,False,True,0.4444444444444444,N,N,N,0.6780428259561715,0.0
1040_WSI_NEU_XX,1040,WSI,N,XX,9,1,0,0,1,6,1,0.1111111111111111,0.0,0.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,False,True,0.6666666666666666,N,N,N,0.5596277188642502,0.6666666666666666
1040_WSI_SAD_XX,1040,WSI,S,XX,9,0,0,0,0,9,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1041_DFA_ANG_XX,1041,DFA,A,XX,9,6,1,0,1,1,0,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,False,True,0.6666666666666666,A,A,A,0.5596277188642502,0.6666666666666666
1041_DFA_DIS_XX,1041,DFA,D,XX,9,1,2,2,0,3,1,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,False,True,0.3333333333333333,N,N,N,0.8499774069493012,0.2222222222222222
1041_DFA_FEA_XX,1041,DFA,F,XX,9,0,0,2,0,6,1,0.0,0.0,0.2222222222222222,0.0,0.6666666666666666,0.1111111111111111,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.2222222222222222
1041_DFA_HAP_XX,1041,DFA,H,XX,10,0,0,0,6,4,0,0.0,0.0,0.0,0.6,0.4,0.0,False,True,0.6,H,H,H,0.37561496315083553,0.6
1041_DFA_NEU_XX,1041,DFA,N,XX,11,1,0,0,0,10,0,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,False,True,0.9090909090909091,N,N,N,0.17002064316171006,0.9090909090909091
1041_DFA_SAD_XX,1041,DFA,S,XX,9,0,0,1,0,6,2,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.2222222222222222
1041_IEO_ANG_HI,1041,IEO,A,HI,10,9,0,1,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,False,True,0.9,A,A,A,0.1814322619606436,0.9
1041_IEO_ANG_LO,1041,IEO,A,LO,9,3,2,0,0,3,1,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3333333333333333,0.1111111111111111,True,False,0.3333333333333333,N,A,TIE,0.7315622998573797,0.3333333333333333
1041_IEO_ANG_MD,1041,IEO,A,MD,10,2,8,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,False,True,0.8,D,D,D,0.27927991012866066,0.2
1041_IEO_DIS_HI,1041,IEO,D,HI,9,0,6,1,0,0,2,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.2222222222222222,False,True,0.6666666666666666,D,D,D,0.4736604283676854,0.6666666666666666
1041_IEO_DIS_LO,1041,IEO,D,LO,11,0,1,0,0,5,5,0.0,0.09090909090909091,0.0,0.0,0.45454545454545453,0.45454545454545453,True,False,0.45454545454545453,N,S,TIE,0.5217050133749297,0.09090909090909091
1041_IEO_DIS_MD,1041,IEO,D,MD,9,1,6,0,0,0,2,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.2222222222222222,False,True,0.6666666666666666,D,D,D,0.4736604283676854,0.6666666666666666
1041_IEO_FEA_HI,1041,IEO,F,HI,10,0,0,6,1,1,2,0.0,0.0,0.6,0.1,0.1,0.2,False,True,0.6,F,F,F,0.6077266474915606,0.6
1041_IEO_FEA_LO,1041,IEO,F,LO,9,0,0,0,0,5,4,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,False,True,0.5555555555555556,N,N,N,0.3834005559313648,0.0
1041_IEO_FEA_MD,1041,IEO,F,MD,9,0,1,1,0,3,4,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,False,True,0.4444444444444444,S,S,S,0.6780428259561715,0.1111111111111111
1041_IEO_HAP_HI,1041,IEO,H,HI,10,2,3,2,1,2,0,0.2,0.3,0.2,0.1,0.2,0.0,False,True,0.3,D,D,D,0.8690413667681064,0.1
1041_IEO_HAP_LO,1041,IEO,H,LO,9,0,0,0,0,9,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1041_IEO_HAP_MD,1041,IEO,H,MD,10,1,1,0,0,7,1,0.1,0.1,0.0,0.0,0.7,0.1,False,True,0.7,N,N,N,0.5248740161872845,0.0
1041_IEO_NEU_XX,1041,IEO,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1041_IEO_SAD_HI,1041,IEO,S,HI,8,0,0,0,0,3,5,0.0,0.0,0.0,0.0,0.375,0.625,False,True,0.625,S,S,S,0.3692254733516234,0.625
1041_IEO_SAD_LO,1041,IEO,S,LO,9,0,2,1,0,5,1,0.0,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,0.1111111111111111,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.1111111111111111
1041_IEO_SAD_MD,1041,IEO,S,MD,10,0,3,0,0,3,4,0.0,0.3,0.0,0.0,0.3,0.4,False,True,0.4,S,S,S,0.6077266474915606,0.4
1041_IOM_ANG_XX,1041,IOM,A,XX,9,2,2,0,0,4,1,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4444444444444444,0.1111111111111111,False,True,0.4444444444444444,N,N,N,0.7104906425515282,0.2222222222222222
1041_IOM_DIS_XX,1041,IOM,D,XX,10,1,2,0,0,7,0,0.1,0.2,0.0,0.0,0.7,0.0,False,True,0.7,N,N,N,0.44750345474037617,0.2
1041_IOM_FEA_XX,1041,IOM,F,XX,8,1,0,1,0,6,0,0.125,0.0,0.125,0.0,0.75,0.0,False,True,0.75,N,N,N,0.4105584217036248,0.125
1041_IOM_HAP_XX,1041,IOM,H,XX,9,1,0,0,1,7,0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.1111111111111111
1041_IOM_NEU_XX,1041,IOM,N,XX,10,0,1,0,0,7,2,0.0,0.1,0.0,0.0,0.7,0.2,False,True,0.7,N,N,N,0.44750345474037617,0.7
1041_IOM_SAD_XX,1041,IOM,S,XX,9,0,2,0,0,5,2,0.0,0.2222222222222222,0.0,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.5553351369244943,0.2222222222222222
1041_ITH_ANG_XX,1041,ITH,A,XX,9,6,3,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,False,True,0.6666666666666666,A,A,A,0.355245321275764,0.6666666666666666
1041_ITH_DIS_XX,1041,ITH,D,XX,8,0,2,0,1,4,1,0.0,0.25,0.0,0.125,0.5,0.125,False,True,0.5,N,N,N,0.6769924126604477,0.25
1041_ITH_FEA_XX,1041,ITH,F,XX,9,0,0,3,0,4,2,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,False,True,0.4444444444444444,N,N,N,0.5920755354596067,0.3333333333333333
1041_ITH_HAP_XX,1041,ITH,H,XX,10,1,0,0,0,9,0,0.1,0.0,0.0,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1041_ITH_NEU_XX,1041,ITH,N,XX,9,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,False,True,0.6666666666666666,N,N,N,0.355245321275764,0.6666666666666666
1041_ITH_SAD_XX,1041,ITH,S,XX,10,0,1,1,0,7,1,0.0,0.1,0.1,0.0,0.7,0.1,False,True,0.7,N,N,N,0.5248740161872845,0.1
1041_ITS_ANG_XX,1041,ITS,A,XX,9,6,2,1,0,0,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,False,True,0.6666666666666666,A,A,A,0.4736604283676854,0.6666666666666666
1041_ITS_DIS_XX,1041,ITS,D,XX,10,1,1,3,0,4,1,0.1,0.1,0.3,0.0,0.4,0.1,False,True,0.4,N,N,N,0.7916708053211979,0.1
1041_ITS_FEA_XX,1041,ITS,F,XX,8,0,0,3,0,3,2,0.0,0.0,0.375,0.0,0.375,0.25,True,False,0.375,N,F,TIE,0.6039848253208956,0.375
1041_ITS_HAP_XX,1041,ITS,H,XX,8,0,0,0,2,5,1,0.0,0.0,0.0,0.25,0.625,0.125,False,True,0.625,N,N,N,0.502442468830035,0.25
1041_ITS_NEU_XX,1041,ITS,N,XX,9,1,2,0,0,6,0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.6666666666666666
1041_ITS_SAD_XX,1041,ITS,S,XX,9,0,0,3,1,2,3,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,True,False,0.3333333333333333,S,S,TIE,0.7315622998573797,0.3333333333333333
1041_IWL_ANG_XX,1041,IWL,A,XX,9,7,2,0,0,0,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,False,True,0.7777777777777778,A,A,A,0.29563465864414723,0.7777777777777778
1041_IWL_DIS_XX,1041,IWL,D,XX,10,2,5,0,1,1,1,0.2,0.5,0.0,0.1,0.1,0.1,False,True,0.5,D,D,D,0.7586044466395968,0.5
1041_IWL_FEA_XX,1041,IWL,F,XX,9,0,1,0,0,8,0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1041_IWL_HAP_XX,1041,IWL,H,XX,8,0,0,0,2,6,0,0.0,0.0,0.0,0.25,0.75,0.0,False,True,0.75,N,N,N,0.3138452198949893,0.25
1041_IWL_NEU_XX,1041,IWL,N,XX,9,0,2,0,0,7,0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.7777777777777778
1041_IWL_SAD_XX,1041,IWL,S,XX,10,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.7,0.3,False,True,0.7,N,N,N,0.340929858357647,0.3
1041_IWW_ANG_XX,1041,IWW,A,XX,10,9,1,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,False,True,0.9,A,A,A,0.1814322619606436,0.9
1041_IWW_DIS_XX,1041,IWW,D,XX,8,0,4,1,0,2,1,0.0,0.5,0.125,0.0,0.25,0.125,False,True,0.5,D,D,D,0.6769924126604477,0.5
1041_IWW_FEA_XX,1041,IWW,F,XX,9,0,0,5,0,3,1,0.0,0.0,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,False,True,0.5555555555555556,F,F,F,0.5228873203291379,0.5555555555555556
1041_IWW_HAP_XX,1041,IWW,H,XX,9,0,0,2,1,6,0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.1111111111111111
1041_IWW_NEU_XX,1041,IWW,N,XX,7,0,0,4,0,3,0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,False,True,0.5714285714285714,F,F,F,0.38113827019130503,0.42857142857142855
1041_IWW_SAD_XX,1041,IWW,S,XX,10,0,1,2,0,6,1,0.0,0.1,0.2,0.0,0.6,0.1,False,True,0.6,N,N,N,0.6077266474915604,0.1
1041_MTI_ANG_XX,1041,MTI,A,XX,7,6,1,0,0,0,0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,False,True,0.8571428571428571,A,A,A,0.2288902753588347,0.8571428571428571
1041_MTI_DIS_XX,1041,MTI,D,XX,9,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1041_MTI_FEA_XX,1041,MTI,F,XX,10,0,0,4,0,4,2,0.0,0.0,0.4,0.0,0.4,0.2,True,False,0.4,N,F,TIE,0.588762155916294,0.4
1041_MTI_HAP_XX,1041,MTI,H,XX,10,1,0,3,0,6,0,0.1,0.0,0.3,0.0,0.6,0.0,False,True,0.6,N,N,N,0.5011530511088312,0.0
1041_MTI_NEU_XX,1041,MTI,N,XX,9,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,False,True,0.6666666666666666,N,N,N,0.355245321275764,0.6666666666666666
1041_MTI_SAD_XX,1041,MTI,S,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1041_TAI_ANG_XX,1041,TAI,A,XX,10,7,2,1,0,0,0,0.7,0.2,0.1,0.0,0.0,0.0,False,True,0.7,A,A,A,0.4475034547403761,0.7
1041_TAI_DIS_XX,1041,TAI,D,XX,10,0,5,0,0,5,0,0.0,0.5,0.0,0.0,0.5,0.0,True,False,0.5,N,D,TIE,0.3868528072345416,0.5
1041_TAI_FEA_XX,1041,TAI,F,XX,9,0,1,2,0,4,2,0.0,0.1111111111111111,0.2222222222222222,0.0,0.4444444444444444,0.2222222222222222,False,True,0.4444444444444444,N,N,N,0.710490642551528,0.2222222222222222
1041_TAI_HAP_XX,1041,TAI,H,XX,10,0,3,0,0,7,0,0.0,0.3,0.0,0.0,0.7,0.0,False,True,0.7,N,N,N,0.340929858357647,0.0
1041_TAI_NEU_XX,1041,TAI,N,XX,9,0,1,0,0,8,0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1041_TAI_SAD_XX,1041,TAI,S,XX,8,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.625,0.375,False,True,0.625,N,N,N,0.3692254733516234,0.375
1041_TIE_ANG_XX,1041,TIE,A,XX,11,11,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1041_TIE_DIS_XX,1041,TIE,D,XX,9,1,0,0,0,7,1,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.0
1041_TIE_FEA_XX,1041,TIE,F,XX,8,1,0,3,0,4,0,0.125,0.0,0.375,0.0,0.5,0.0,False,True,0.5,N,N,N,0.5437754171820363,0.375
1041_TIE_HAP_XX,1041,TIE,H,XX,10,0,1,0,0,6,3,0.0,0.1,0.0,0.0,0.6,0.3,False,True,0.6,N,N,N,0.5011530511088312,0.0
1041_TIE_NEU_XX,1041,TIE,N,XX,9,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1041_TIE_SAD_XX,1041,TIE,S,XX,9,0,1,1,0,5,2,0.0,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.2222222222222222
1041_TSI_ANG_XX,1041,TSI,A,XX,11,6,1,2,0,2,0,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,False,True,0.5454545454545454,A,A,A,0.6521625395659393,0.5454545454545454
1041_TSI_DIS_XX,1041,TSI,D,XX,9,0,4,3,0,2,0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,0.0,False,True,0.4444444444444444,D,D,D,0.5920755354596067,0.4444444444444444
1041_TSI_FEA_XX,1041,TSI,F,XX,11,0,0,5,0,5,1,0.0,0.0,0.45454545454545453,0.0,0.45454545454545453,0.09090909090909091,True,False,0.45454545454545453,F,N,TIE,0.5217050133749297,0.45454545454545453
1041_TSI_HAP_XX,1041,TSI,H,XX,10,0,1,2,1,6,0,0.0,0.1,0.2,0.1,0.6,0.0,False,True,0.6,N,N,N,0.6077266474915604,0.1
1041_TSI_NEU_XX,1041,TSI,N,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1041_TSI_SAD_XX,1041,TSI,S,XX,8,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.875,0.125,False,True,0.875,N,N,N,0.2102794307646444,0.125
1041_WSI_ANG_XX,1041,WSI,A,XX,9,6,3,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,False,True,0.6666666666666666,A,A,A,0.355245321275764,0.6666666666666666
1041_WSI_DIS_XX,1041,WSI,D,XX,10,5,4,0,0,0,1,0.5,0.4,0.0,0.0,0.0,0.1,False,True,0.5,A,A,A,0.5264927622988719,0.4
1041_WSI_FEA_XX,1041,WSI,F,XX,9,0,1,1,0,5,2,0.0,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.1111111111111111
1041_WSI_HAP_XX,1041,WSI,H,XX,10,0,2,0,2,6,0,0.0,0.2,0.0,0.2,0.6,0.0,False,True,0.6,N,N,N,0.5303560860446522,0.2
1041_WSI_NEU_XX,1041,WSI,N,XX,10,0,0,0,2,7,1,0.0,0.0,0.0,0.2,0.7,0.1,False,True,0.7,N,N,N,0.4475034547403761,0.7
1041_WSI_SAD_XX,1041,WSI,S,XX,10,0,0,1,0,5,4,0.0,0.0,0.1,0.0,0.5,0.4,False,True,0.5,N,N,N,0.5264927622988719,0.4
1042_DFA_ANG_XX,1042,DFA,A,XX,10,5,4,0,0,0,1,0.5,0.4,0.0,0.0,0.0,0.1,False,True,0.5,A,A,A,0.5264927622988719,0.5
1042_DFA_DIS_XX,1042,DFA,D,XX,9,2,6,0,0,1,0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,False,True,0.6666666666666666,D,D,D,0.4736604283676854,0.6666666666666666
1042_DFA_FEA_XX,1042,DFA,F,XX,8,2,0,2,0,4,0,0.25,0.0,0.25,0.0,0.5,0.0,False,True,0.5,N,N,N,0.5802792108518123,0.25
1042_DFA_HAP_XX,1042,DFA,H,XX,9,0,0,0,4,5,0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,False,True,0.5555555555555556,N,N,N,0.3834005559313648,0.4444444444444444
1042_DFA_NEU_XX,1042,DFA,N,XX,9,1,0,1,0,7,0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.7777777777777778
1042_DFA_SAD_XX,1042,DFA,S,XX,7,0,1,0,0,6,0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,False,True,0.8571428571428571,N,N,N,0.2288902753588347,0.0
1042_IEO_ANG_HI,1042,IEO,A,HI,10,8,0,0,1,1,0,0.8,0.0,0.0,0.1,0.1,0.0,False,True,0.8,A,A,A,0.35665047157556895,0.8
1042_IEO_ANG_LO,1042,IEO,A,LO,9,4,2,0,0,3,0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,False,True,0.4444444444444444,A,A,A,0.5920755354596067,0.4444444444444444
1042_IEO_ANG_MD,1042,IEO,A,MD,9,3,3,0,1,2,0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.0,True,False,0.3333333333333333,A,A,TIE,0.7315622998573797,0.3333333333333333
1042_IEO_DIS_HI,1042,IEO,D,HI,9,0,6,0,0,3,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,False,True,0.6666666666666666,D,D,D,0.355245321275764,0.6666666666666666
1042_IEO_DIS_LO,1042,IEO,D,LO,9,0,2,0,0,7,0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.29563465864414723,0.2222222222222222
1042_IEO_DIS_MD,1042,IEO,D,MD,10,4,5,0,0,1,0,0.4,0.5,0.0,0.0,0.1,0.0,False,True,0.5,D,D,D,0.5264927622988719,0.5
1042_IEO_FEA_HI,1042,IEO,F,HI,6,2,0,0,3,0,1,0.3333333333333333,0.0,0.0,0.5,0.0,0.16666666666666666,False,True,0.5,H,H,H,0.5644754678724235,0.0
1042_IEO_FEA_LO,1042,IEO,F,LO,9,0,1,0,4,4,0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.0,True,False,0.4444444444444444,H,N,TIE,0.5385560615583984,0.0
1042_IEO_FEA_MD,1042,IEO,F,MD,9,0,0,4,0,4,1,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.1111111111111111,True,False,0.4444444444444444,N,N,TIE,0.5385560615583984,0.4444444444444444
1042_IEO_HAP_HI,1042,IEO,H,HI,10,1,0,0,5,4,0,0.1,0.0,0.0,0.5,0.4,0.0,False,True,0.5,H,H,H,0.5264927622988719,0.5
1042_IEO_HAP_LO,1042,IEO,H,LO,8,0,0,0,7,1,0,0.0,0.0,0.0,0.875,0.125,0.0,False,True,0.875,H,H,H,0.2102794307646444,0.875
1042_IEO_HAP_MD,1042,IEO,H,MD,8,1,0,0,7,0,0,0.125,0.0,0.0,0.875,0.0,0.0,False,True,0.875,H,H,H,0.2102794307646444,0.875
1042_IEO_NEU_XX,1042,IEO,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1042_IEO_SAD_HI,1042,IEO,S,HI,10,0,3,0,0,6,1,0.0,0.3,0.0,0.0,0.6,0.1,False,True,0.6,N,N,N,0.5011530511088312,0.1
1042_IEO_SAD_LO,1042,IEO,S,LO,10,0,0,1,0,6,3,0.0,0.0,0.1,0.0,0.6,0.3,False,True,0.6,N,N,N,0.5011530511088312,0.3
1042_IEO_SAD_MD,1042,IEO,S,MD,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1042_IOM_ANG_XX,1042,IOM,A,XX,10,8,0,0,0,2,0,0.8,0.0,0.0,0.0,0.2,0.0,False,True,0.8,A,A,A,0.27927991012866066,0.8
